fact_id,country_id,year_id,language_id,religion_id,region_id,population,infected_num,infected_with_hiv_num,case_detection_rate,case_fatality_rate,smoking_prevalence,gdp_per_capita,health_development_ratio,human_development_index,democracy,monarchy
517,5,7,7,5,3,20015282,75000,16000,67.00,0.20,8.90,2599.57,0.33,0.012,autocracy,N/A
518,2,7,50,4,2,3050802,540,2,87.00,0.02,18.40,2972.74,4.08,0.823,democracy,republic
519,4,7,64,5,2,79582,14,999999,87.00,0.08,28.10,42674.76,0.00,0.000,democracy,N/A
520,6,7,9,5,4,39622119,11000,740,86.00,0.08,22.70,5919.01,4.63,0.870,democracy,republic
521,7,7,51,5,2,2990374,2200,79,79.00,0.10,26.30,2158.15,3.23,0.851,autocracy,N/A
522,9,7,14,5,2,8269905,980,31,87.00,0.06,29.80,40635.28,17.00,0.956,democracy,republic
523,10,7,35,4,2,8711379,7200,200,79.00,0.09,20.70,2473.08,1.43,0.439,autocracy,N/A
524,22,7,30,5,3,7865541,14000,4200,43.00,0.36,12.60,167.38,0.46,0.199,democracy,republic
525,15,7,32,5,2,10548441,1200,71,87.00,0.06,25.20,38672.71,16.54,1.154,democracy,monarchy
526,17,7,16,5,3,8693239,6200,920,58.00,0.22,7.80,856.05,0.49,0.162,democracy,republic
527,12,7,8,4,6,146405974,324000,360,45.00,0.25,23.30,509.64,1.12,0.550,democracy,republic
528,21,7,40,5,2,7640296,3900,14,80.00,0.07,38.10,4523.05,5.86,0.867,democracy,republic
529,11,7,13,4,1,994622,320,4,87.00,0.02,16.40,19307.51,7.40,0.907,autocracy,N/A
530,14,7,37,5,2,9608034,6500,150,79.00,0.18,25.20,3847.43,8.68,0.573,autocracy,N/A
531,16,7,6,5,4,287889,97,11,88.00,0.17,8.50,4155.32,3.41,0.788,democracy,monarchy
532,20,7,7,5,4,186653109,86000,6800,88.00,0.08,15.30,5886.39,3.11,0.534,democracy,republic
533,13,7,6,5,4,270009,6,2,87.00,0.62,6.20,15199.57,5.00,0.931,democracy,monarchy
534,18,7,56,6,6,670797,1100,52,80.00,0.12,10.90,1330.98,1.22,0.564,autocracy,N/A
535,19,7,6,5,3,1874512,13000,10000,67.00,0.33,13.30,5521.99,0.87,0.615,democracy,republic
536,25,7,6,5,4,32759168,1800,110,87.00,0.08,15.90,40504.06,13.39,0.958,democracy,monarchy
537,27,7,9,5,4,16509195,2900,230,87.00,0.23,28.30,9464.55,8.65,0.910,democracy,republic
538,28,7,2,2,5,1318054033,1160000,20000,82.00,0.06,24.00,2099.23,3.35,0.778,autocracy,N/A
539,24,7,6,5,3,17550401,53000,23000,44.00,0.40,7.20,1147.44,0.43,0.204,autocracy,N/A
540,29,7,9,5,4,42691093,14000,800,81.00,0.10,11.40,3741.09,3.58,0.835,democracy,republic
541,30,7,13,4,3,604755,210,1,52.00,0.24,11.50,1114.95,0.64,0.253,democracy,republic
542,32,7,9,5,4,11278552,880,26,87.00,0.06,17.50,4683.57,10.81,0.923,autocracy,N/A
543,33,7,34,5,2,1054415,41,2,87.00,0.07,32.60,26729.32,18.75,0.941,democracy,republic
544,47,7,14,5,2,81701966,5700,230,91.00,0.08,23.50,36323.45,17.20,0.962,democracy,republic
545,35,7,13,4,1,855761,3800,1300,80.00,0.16,21.00,967.68,0.68,0.348,autocracy,N/A
546,36,7,6,5,4,68805,21,1,89.00,0.05,5.60,5518.42,4.30,0.940,democracy,republic
547,34,7,43,2,2,5437418,390,16,87.00,0.06,24.70,52027.00,16.27,1.013,democracy,monarchy
548,3,7,13,4,3,33623506,26000,100,80.00,0.11,12.30,3478.71,2.29,0.773,autocracy,N/A
549,37,7,9,5,4,14086131,5800,310,80.00,0.20,6.00,3328.88,3.29,0.756,democracy,republic
550,38,7,13,4,1,82700402,17000,39,59.00,0.05,15.60,1397.44,2.04,0.487,autocracy,N/A
551,39,7,42,4,3,2703499,4600,750,65.00,0.31,6.10,415.04,0.92,0.488,autocracy,N/A
552,40,7,55,2,2,1346881,490,48,87.00,0.16,28.40,12639.40,11.01,0.931,democracy,republic
553,41,7,11,5,3,80703490,262000,54000,47.00,0.35,3.90,194.69,0.56,0.310,autocracy,N/A
554,43,7,45,5,2,5266245,320,5,87.00,0.19,19.10,41188.09,22.00,0.993,democracy,republic
555,44,7,16,5,2,62049842,6000,540,83.00,0.15,26.90,36443.63,17.96,0.982,democracy,republic
556,45,7,16,5,3,1508337,8700,4000,35.00,0.27,10.20,7221.37,0.82,0.321,autocracy,N/A
557,46,7,47,5,2,3996587,6400,67,71.00,0.04,22.30,1996.06,3.32,0.848,democracy,republic
558,48,7,6,5,3,23040707,46000,13000,27.00,0.46,4.00,913.39,0.73,0.431,democracy,republic
559,49,7,34,5,2,11016104,710,22,87.00,0.13,39.50,24801.16,18.47,0.957,democracy,republic
560,50,7,6,5,4,110130,1,0,83.00,1.00,9.10,6658.22,5.01,0.566,democracy,monarchy
561,51,7,9,5,4,13367451,4500,300,80.00,0.11,6.50,2251.09,1.71,0.610,democracy,republic
562,53,7,6,5,4,758973,890,120,80.00,0.17,14.70,3188.67,1.65,0.456,democracy,republic
563,55,7,9,5,4,7656833,4000,400,80.00,0.13,11.70,1420.13,2.59,0.711,democracy,republic
564,31,7,48,5,2,4315798,1200,11,87.00,0.12,27.40,11797.47,11.85,0.917,democracy,republic
565,54,7,16,5,4,9216559,24000,7400,57.00,0.18,8.10,804.52,0.68,0.271,autocracy,N/A
566,56,7,36,5,2,10049937,1900,15,87.00,0.10,31.00,11493.10,10.15,0.907,democracy,republic
567,58,7,3,3,6,1172878890,3580000,245000,34.00,0.24,14.60,806.75,0.91,0.529,democracy,republic
568,61,7,6,5,2,4268783,510,20,87.00,0.09,23.30,54283.68,16.17,0.983,democracy,republic
569,60,7,13,4,1,28616508,14000,1,59.00,0.11,16.20,2373.21,1.74,0.466,N/A,N/A
570,57,7,61,5,2,303876,15,3,87.00,0.17,19.90,57492.93,26.18,1.001,democracy,republic
571,62,7,39,7,2,6844040,390,17,87.00,0.10,20.50,21853.14,15.20,0.975,democracy,republic
572,63,7,17,5,2,58754431,4800,380,87.00,0.10,22.20,33501.66,18.90,0.962,democracy,republic
573,64,7,6,5,4,2700970,120,36,82.00,0.14,14.70,4331.29,3.78,0.553,democracy,monarchy
574,66,7,13,4,1,6427358,500,1,75.00,0.07,25.40,2513.03,3.23,0.820,autocracy,N/A
575,65,7,10,2,5,127997251,29000,200,87.00,0.15,25.10,35991.55,22.87,0.638,democracy,monarchy
576,67,7,26,4,2,16103719,28000,150,94.00,0.16,21.60,5291.58,2.28,0.821,autocracy,N/A
577,70,7,13,4,1,2364739,740,2,87.00,0.02,23.20,42781.56,6.58,0.925,autocracy,N/A
578,72,7,13,4,1,4751136,430,3,87.00,0.08,28.70,4626.85,5.94,0.587,autocracy,N/A
579,75,7,13,4,1,5980212,2400,50,85.00,0.09,12.10,9336.35,3.32,0.861,autocracy,N/A
580,76,7,52,5,2,3269809,2700,69,87.00,0.14,25.30,9230.71,8.26,0.931,democracy,republic
581,77,7,57,5,2,472858,38,2,87.00,0.04,26.50,90712.80,24.78,0.944,democracy,monarchy
582,71,7,54,5,2,2219043,1500,62,87.00,0.14,29.90,9723.45,7.23,0.916,democracy,republic
583,89,7,13,4,1,30771183,30000,450,87.00,0.08,13.50,2196.01,1.84,0.657,autocracy,N/A
584,81,7,59,4,6,313849,120,0,83.00,0.05,18.70,4809.93,3.84,0.554,autocracy,N/A
585,86,7,9,5,4,107253666,22000,1200,80.00,0.13,10.10,9068.29,3.41,0.827,democracy,republic
586,83,7,60,5,2,415452,35,1,87.00,0.04,22.20,16723.88,11.51,0.939,democracy,republic
587,91,7,18,6,6,47785129,258000,28000,47.00,0.28,18.30,240.62,0.83,0.477,autocracy,N/A
588,88,7,58,5,2,633872,200,1,85.00,0.03,27.50,4425.68,7.61,0.900,democracy,republic
589,87,7,49,6,5,2584756,11000,33,46.00,0.04,23.30,1334.21,1.75,0.758,democracy,republic
590,94,7,9,5,4,5418852,2500,82,81.00,0.11,10.60,1226.64,2.51,0.741,democracy,republic
591,97,7,46,2,2,4660494,320,10,87.00,0.13,21.00,74148.32,20.60,1.005,democracy,monarchy
592,93,7,24,3,6,26565431,93000,3200,35.00,0.30,27.30,346.95,1.17,0.549,autocracy,N/A
593,98,7,13,4,1,2514806,390,11,87.00,0.04,7.50,14420.51,5.97,0.867,autocracy,N/A
594,99,7,5,4,1,179682693,495000,1900,36.00,0.12,16.70,836.86,0.68,0.369,autocracy,N/A
595,100,7,9,5,4,3375013,2000,300,80.00,0.12,8.00,5348.88,3.41,0.775,democracy,republic
596,102,7,9,5,4,28324500,43000,2400,79.00,0.08,11.20,3154.33,2.94,0.812,democracy,republic
597,104,7,21,5,2,38071165,9200,130,87.00,0.09,30.20,9035.41,10.29,0.923,democracy,republic
598,105,7,7,5,2,10524128,3700,700,87.00,0.12,21.80,19822.85,17.82,0.945,democracy,republic
599,101,7,9,5,4,5505152,2600,180,93.00,0.10,12.70,2271.09,2.45,0.729,democracy,republic
600,106,7,13,4,1,972839,390,0,87.00,0.01,16.80,59530.56,7.76,0.911,autocracy,N/A
601,107,7,27,5,2,21035730,28000,490,87.00,0.07,25.40,5757.50,4.35,0.832,democracy,republic
602,1,8,20,4,1,25909852,49000,10,59.00,0.21,12.00,359.69,0.59,0.325,autocracy,N/A
603,5,8,7,5,3,20778555,79000,7100,52.00,0.25,8.80,3122.00,0.35,0.047,autocracy,N/A
604,2,8,50,4,2,3022889,500,2,87.00,0.03,18.70,3595.04,4.42,0.839,democracy,republic
605,4,8,64,5,2,81876,6,999999,87.00,0.08,27.70,47804.85,0.00,0.000,democracy,N/A
606,6,8,9,5,4,40016758,12000,840,86.00,0.08,22.20,7245.45,4.76,0.872,democracy,republic
607,7,8,51,5,2,2974819,2100,83,79.00,0.11,26.30,3139.28,3.40,0.860,autocracy,N/A
608,9,8,14,5,2,8296959,930,25,87.00,0.06,29.40,46855.77,17.43,0.955,democracy,republic
609,10,8,35,4,2,8828310,7000,200,79.00,0.06,21.00,3851.44,1.53,0.451,autocracy,N/A
610,22,8,30,5,3,8161876,14000,4100,45.00,0.34,12.70,172.50,0.50,0.228,democracy,republic
611,15,8,32,5,2,10625495,1100,65,87.00,0.09,25.40,44262.90,16.98,1.151,democracy,monarchy
612,17,8,16,5,3,8953960,6200,920,58.00,0.22,7.70,966.20,0.50,0.173,democracy,republic
613,12,8,8,4,6,147989280,327000,420,45.00,0.25,23.10,558.05,1.19,0.565,autocracy,N/A
614,21,8,40,5,2,7586881,3600,16,80.00,0.08,37.60,5885.10,6.16,0.871,democracy,republic
615,11,8,13,4,1,1057391,340,12,87.00,0.04,17.60,20976.44,7.72,0.591,autocracy,N/A
616,14,8,37,5,2,9563145,6700,200,79.00,0.17,25.10,4735.66,9.62,0.578,autocracy,N/A
617,16,8,6,5,4,296099,72,11,88.00,0.13,8.50,4252.40,3.48,0.786,democracy,monarchy
618,20,8,7,5,4,188552322,86000,7300,88.00,0.08,14.90,7348.19,3.33,0.854,democracy,republic
619,13,8,6,5,4,271290,18,5,87.00,0.25,6.10,16770.66,5.07,0.930,democracy,monarchy
620,18,8,56,6,6,678641,1200,61,80.00,0.12,10.90,1757.19,1.31,0.591,autocracy,N/A
621,19,8,6,5,3,1911192,12000,8300,65.00,0.32,13.40,5832.74,0.94,0.631,democracy,republic
622,25,8,6,5,4,33092162,1700,95,87.00,0.08,15.50,44659.90,13.42,0.959,democracy,monarchy
623,27,8,9,5,4,16671580,2800,190,87.00,0.21,28.10,10502.35,8.78,0.908,democracy,republic
624,28,8,2,2,5,1325813580,1120000,21000,87.00,0.06,23.80,2693.97,3.66,0.803,autocracy,N/A
625,24,8,6,5,3,18049903,53000,24000,46.00,0.40,7.20,1277.52,0.44,0.246,autocracy,N/A
626,29,8,9,5,4,43235376,14000,1100,81.00,0.11,11.20,4714.07,3.70,0.848,democracy,republic
627,30,8,13,4,3,616929,210,1,52.82,0.22,11.20,1240.09,0.66,0.263,democracy,republic
628,32,8,9,5,4,11287272,880,30,87.00,0.05,17.20,5208.72,11.31,0.925,autocracy,N/A
629,33,8,34,5,2,1072713,47,0,87.00,0.03,31.80,31244.93,20.23,0.946,democracy,republic
630,47,8,14,5,2,81298540,5100,180,91.00,0.09,23.30,41587.21,17.67,0.961,democracy,republic
631,35,8,13,4,1,874520,4000,590,80.00,0.14,21.00,1052.72,0.70,0.370,autocracy,N/A
632,36,8,6,5,4,68846,3,1,89.00,1.00,5.60,5951.86,4.30,0.940,democracy,republic
633,34,8,43,2,2,5461611,410,14,87.00,0.07,23.50,58487.05,17.38,1.011,democracy,monarchy
634,3,8,13,4,3,34189418,27000,120,80.00,0.11,11.80,3950.51,2.41,0.748,autocracy,N/A
635,37,8,9,5,4,14328771,6100,550,80.00,0.18,6.00,3567.84,3.43,0.765,democracy,republic
636,38,8,13,4,1,84276219,17000,45,59.00,0.06,16.10,1667.32,2.13,0.493,autocracy,N/A
637,39,8,42,4,3,2743211,5500,900,66.00,0.35,6.10,439.83,0.97,0.497,autocracy,N/A
638,40,8,55,2,2,1340701,520,60,87.00,0.14,28.10,16744.58,12.14,0.934,democracy,republic
639,41,8,11,5,3,83103218,258000,54000,50.00,0.32,3.90,244.29,0.60,0.343,autocracy,N/A
640,43,8,45,5,2,5288713,340,5,87.00,0.17,18.20,48414.85,22.65,0.990,democracy,republic
641,44,8,16,5,2,62432435,6600,510,83.00,0.13,26.80,41508.43,18.43,0.982,democracy,republic
642,45,8,16,5,3,1556241,8900,2900,42.00,0.33,10.40,8458.31,0.86,0.332,autocracy,N/A
643,46,8,47,5,2,3967597,5900,110,73.00,0.04,22.30,2635.35,3.70,0.874,democracy,republic
644,48,8,6,5,3,23642276,46000,14000,28.00,0.46,3.90,1081.17,0.77,0.454,democracy,republic
645,49,8,34,5,2,11045743,710,20,87.00,0.15,39.10,28827.33,19.38,0.949,democracy,republic
646,50,8,6,5,4,110534,4,1,83.00,0.50,9.10,7212.99,5.01,0.972,democracy,monarchy
647,51,8,9,5,4,13652032,3900,740,80.00,0.14,6.40,2490.75,1.79,0.622,democracy,republic
648,53,8,6,5,4,756863,740,250,80.00,0.23,14.70,3658.48,1.69,0.737,democracy,republic
649,55,8,9,5,4,7834796,3500,350,80.00,0.14,11.50,1572.06,2.72,0.722,democracy,republic
650,31,8,48,5,2,4315962,1100,9,87.00,0.09,27.60,14046.32,12.21,0.922,democracy,republic
651,54,8,16,5,4,9373301,24000,5500,59.00,0.14,7.90,1002.89,0.70,0.279,autocracy,N/A
652,56,8,36,5,2,10034086,1800,12,87.00,0.13,30.50,13944.97,10.76,0.909,democracy,republic
653,58,8,3,3,6,1190676022,3550000,223000,36.00,0.23,13.90,1028.33,0.96,0.549,democracy,republic
654,61,8,6,5,2,4393512,500,18,87.00,0.11,23.60,61318.47,17.31,0.991,democracy,republic
655,60,8,13,4,1,28391605,13000,2,59.00,0.10,16.20,3182.84,1.79,0.647,N/A,N/A
656,57,8,61,5,2,311646,14,0,87.00,0.38,18.90,69495.73,27.15,0.998,democracy,republic
657,62,8,39,7,2,6962455,460,19,87.00,0.10,20.10,24952.55,15.79,0.974,democracy,republic
658,63,8,17,5,2,59108722,3200,220,87.00,0.14,22.10,37822.67,19.39,0.964,democracy,republic
659,64,8,6,5,4,2713799,130,28,82.00,0.13,14.60,4623.75,3.86,0.859,democracy,monarchy
660,66,8,13,4,1,6827223,460,1,73.00,0.09,25.40,2735.38,3.33,0.823,autocracy,N/A
661,65,8,10,2,5,128087678,28000,100,87.00,0.14,24.20,35779.02,23.57,0.639,democracy,monarchy
662,67,8,26,4,2,16257218,27000,230,100.00,0.15,22.30,6771.41,2.48,0.499,autocracy,N/A
663,70,8,13,4,1,2507889,740,2,87.00,0.04,23.50,45782.15,6.65,0.920,autocracy,N/A
664,72,8,13,4,1,4844115,550,4,87.00,0.09,28.00,5207.79,6.41,0.591,autocracy,N/A
665,75,8,13,4,1,6104372,2400,58,87.00,0.08,13.20,11300.19,3.57,0.543,autocracy,N/A
666,76,8,52,5,2,3231363,2600,58,87.00,0.14,25.40,12285.45,8.86,0.932,democracy,republic
667,77,8,57,5,2,480269,45,2,87.00,0.06,26.00,107338.87,25.61,0.947,democracy,monarchy
668,71,8,54,5,2,2200768,1400,74,87.00,0.12,29.60,14113.53,7.64,0.918,democracy,republic
669,89,8,13,4,1,31186467,29000,140,87.00,0.08,13.50,2499.26,1.97,0.676,autocracy,N/A
670,81,8,59,4,6,324477,150,0,83.00,0.04,18.90,5574.40,4.24,0.562,autocracy,N/A
671,86,8,9,5,4,108774358,23000,1300,80.00,0.12,9.70,9642.68,3.53,0.832,democracy,republic
672,83,8,60,5,2,417200,44,1,87.00,0.15,21.80,19485.87,11.73,0.947,democracy,republic
673,91,8,18,6,6,48125036,257000,28000,50.00,0.27,18.00,314.20,0.87,0.487,autocracy,N/A
674,88,8,58,5,2,633382,170,1,85.00,0.05,27.30,5976.39,8.33,0.904,democracy,republic
675,87,8,49,6,5,2607960,11000,17,42.00,0.04,23.60,1632.73,1.94,0.474,democracy,republic
676,94,8,9,5,4,5497249,2800,100,81.00,0.09,10.60,1327.97,2.63,0.758,democracy,republic
677,97,8,46,2,2,4709023,330,9,87.00,0.12,19.90,85139.96,21.73,1.005,democracy,monarchy
678,93,8,24,3,6,26788492,91000,2200,36.00,0.31,26.20,391.38,1.24,0.560,autocracy,N/A
679,98,8,13,4,1,2570179,380,16,87.00,0.05,7.70,15838.47,6.14,0.879,autocracy,N/A
680,99,8,5,4,1,184493228,508000,2900,45.00,0.11,16.40,908.10,0.69,0.383,autocracy,N/A
681,100,8,9,5,4,3437502,2000,320,80.00,0.13,7.90,6166.19,3.51,0.779,democracy,republic
682,102,8,9,5,4,28530699,41000,2400,79.00,0.08,11.20,3606.07,3.14,0.826,democracy,republic
683,104,8,21,5,2,38020427,9200,110,87.00,0.09,29.60,11254.52,10.75,0.923,democracy,republic
684,105,8,7,5,2,10546821,3400,590,87.00,0.12,21.80,22782.09,18.65,0.957,democracy,republic
685,101,8,9,5,4,5559383,2400,48,94.00,0.09,12.30,2976.82,2.53,0.732,democracy,republic
686,106,8,13,4,1,1208596,460,0,87.00,0.01,17.30,65421.38,8.02,0.603,autocracy,N/A
687,107,8,27,5,2,20870716,26000,510,87.00,0.07,25.90,8360.17,4.77,0.850,democracy,republic
688,1,9,20,4,1,26482615,50000,11,56.00,0.22,12.00,364.66,0.63,0.373,autocracy,N/A
689,5,9,7,5,3,21578650,82000,20000,54.00,0.27,8.80,4080.94,0.39,0.153,autocracy,N/A
690,2,9,50,4,2,2992927,490,2,87.00,0.04,19.10,4370.54,4.80,0.850,democracy,republic
691,4,9,64,5,2,83493,5,999999,87.00,0.08,27.30,48719.66,0.00,0.000,democracy,N/A
692,6,9,9,5,4,40424153,11000,780,86.00,0.07,21.70,9020.87,4.90,0.878,democracy,republic
693,7,9,51,5,2,2959994,2100,85,79.00,0.11,26.30,4010.86,3.59,0.860,autocracy,N/A
694,9,9,14,5,2,8323250,870,23,87.00,0.06,29.20,51708.77,17.87,0.956,democracy,republic
695,10,9,35,4,2,8942648,9700,290,79.00,0.06,21.30,5574.60,1.64,0.462,autocracy,N/A
696,22,9,30,5,3,8505643,14000,3800,50.00,0.30,12.80,198.35,0.54,0.204,democracy,republic
697,15,9,32,5,2,10709705,1100,66,87.00,0.09,25.70,48106.89,17.32,1.148,democracy,monarchy
698,17,9,16,5,3,9228468,6400,1100,60.00,0.21,7.70,1125.43,0.52,0.183,democracy,republic
699,12,9,8,4,6,149474262,331000,470,46.00,0.25,22.80,634.99,1.26,0.570,autocracy,N/A
700,21,9,40,5,2,7535598,3700,19,80.00,0.07,36.90,7265.74,6.40,0.871,democracy,republic
701,11,9,13,4,1,1120720,350,11,87.00,0.03,18.30,23066.45,8.15,0.896,autocracy,N/A
702,14,9,37,5,2,9529365,6500,190,79.00,0.17,25.10,6377.37,10.68,0.951,autocracy,N/A
703,16,9,6,5,4,304364,100,21,88.00,0.19,8.60,4404.31,3.57,0.787,democracy,monarchy
704,20,9,7,5,4,190367299,88000,7800,88.00,0.08,14.60,8831.18,3.54,0.864,democracy,republic
705,13,9,6,5,4,272711,3,2,87.00,0.48,6.10,17092.58,5.11,0.928,democracy,monarchy
706,18,9,56,6,6,686349,1200,60,80.00,0.12,11.00,1828.15,1.41,0.614,autocracy,N/A
707,19,9,6,5,3,1949960,12000,7900,76.00,0.22,13.50,5713.54,0.98,0.624,democracy,republic
708,25,9,6,5,4,33449085,1800,91,87.00,0.08,15.20,46710.51,13.68,0.962,democracy,monarchy
709,27,9,9,5,4,16838998,2800,190,87.00,0.18,28.10,10751.48,8.80,0.906,democracy,republic
710,28,9,2,2,5,1333821021,1100000,21000,89.00,0.06,23.80,3468.30,3.99,0.825,autocracy,N/A
711,24,9,6,5,3,18574051,52000,21000,47.00,0.37,7.10,1439.55,0.46,0.273,autocracy,N/A
712,29,9,9,5,4,43758807,14000,1400,81.00,0.11,11.00,5472.54,3.84,0.856,democracy,republic
713,30,9,13,4,3,629308,220,0,62.00,0.20,11.00,1393.22,0.68,0.272,democracy,republic
714,32,9,9,5,4,11291767,940,96,87.00,0.07,17.00,5411.27,11.66,0.925,autocracy,N/A
715,33,9,34,5,2,1091023,55,2,87.00,0.05,31.30,35397.36,21.37,0.949,democracy,republic
716,47,9,14,5,2,81110779,4500,150,91.00,0.09,23.10,45427.15,18.12,0.966,democracy,republic
717,35,9,13,4,1,892730,4600,680,80.00,0.14,21.00,1223.85,0.73,0.397,autocracy,N/A
718,36,9,6,5,4,68846,15,1,89.00,0.27,5.60,6468.94,4.30,0.940,democracy,republic
719,34,9,43,2,2,5493767,380,0,87.00,0.05,22.10,64322.06,17.83,1.009,democracy,monarchy
720,3,9,13,4,3,34816961,26000,120,80.00,0.11,11.40,4923.63,2.52,0.774,autocracy,N/A
721,37,9,9,5,4,14575203,6100,470,80.00,0.17,6.10,4249.02,3.59,0.551,democracy,republic
722,38,9,13,4,1,85864792,16000,51,57.00,0.06,16.60,2044.53,2.24,0.498,autocracy,N/A
723,39,9,42,4,3,2816328,4500,1500,66.00,0.34,6.00,450.63,1.03,0.519,autocracy,N/A
724,40,9,55,2,2,1337074,460,46,87.00,0.14,27.80,18204.97,13.41,0.936,democracy,republic
725,41,9,11,5,3,85543657,253000,51000,56.00,0.28,3.80,326.44,0.65,0.369,autocracy,N/A
726,43,9,45,5,2,5313370,380,5,87.00,0.16,17.50,53554.04,24.11,0.986,democracy,republic
727,44,9,16,5,2,62780189,6600,490,83.00,0.12,26.80,45334.12,18.46,0.982,democracy,republic
728,45,9,16,5,3,1607180,9100,3800,50.00,0.31,10.50,10254.17,0.90,0.342,autocracy,N/A
729,46,9,47,5,2,3941201,5500,72,80.00,0.04,22.30,3324.74,4.12,0.876,democracy,republic
730,48,9,6,5,3,24249949,46000,13000,30.00,0.44,3.80,1217.06,0.80,0.472,democracy,republic
731,49,9,34,5,2,11076863,670,20,87.00,0.13,38.60,31997.28,19.98,0.627,democracy,republic
732,50,9,6,5,4,110902,6,1,83.00,0.35,9.20,7832.35,4.97,0.964,democracy,monarchy
733,51,9,9,5,4,13935172,4000,770,80.00,0.15,6.30,2802.46,1.87,0.631,democracy,republic
734,53,9,6,5,4,754610,820,180,80.00,0.19,14.80,4050.79,1.73,0.741,democracy,republic
735,55,9,9,5,4,8012589,3600,340,80.00,0.13,11.40,1727.79,2.86,0.727,democracy,republic
736,31,9,48,5,2,4314625,1100,10,87.00,0.09,27.90,16416.59,12.87,0.930,democracy,republic
737,54,9,16,5,4,9530774,24000,5400,62.00,0.14,7.70,1086.94,0.72,0.288,autocracy,N/A
738,56,9,36,5,2,10016666,1600,12,87.00,0.12,29.90,15777.19,11.34,0.912,democracy,republic
739,58,9,3,3,6,1207930973,3520000,231000,38.00,0.22,13.30,998.52,1.02,0.571,democracy,republic
740,61,9,6,5,2,4486001,490,17,87.00,0.07,23.70,61103.51,18.20,0.994,democracy,republic
741,60,9,13,4,1,28971038,14000,2,67.00,0.09,16.20,4636.64,1.84,0.472,N/A,N/A
742,57,9,61,5,2,317518,7,1,87.00,0.35,17.70,56943.37,28.14,0.996,democracy,republic
743,62,9,39,7,2,7082623,370,16,87.00,0.09,19.70,29650.77,16.52,0.972,democracy,republic
744,63,9,17,5,2,59561684,4700,310,87.00,0.10,22.10,40778.34,19.87,0.966,democracy,republic
745,64,9,6,5,4,2725628,130,24,82.00,0.14,14.50,4928.13,3.92,0.864,democracy,monarchy
746,66,9,13,4,1,6989865,470,0,75.00,0.08,25.50,3455.77,3.43,0.827,autocracy,N/A
747,65,9,10,2,5,128155995,28000,140,87.00,0.15,23.40,39876.30,24.29,0.639,democracy,monarchy
748,67,9,26,4,2,16426526,26000,220,89.00,0.14,23.00,8458.02,2.72,0.509,autocracy,N/A
749,70,9,13,4,1,2651416,1000,3,87.00,0.02,23.70,55494.93,6.79,0.909,autocracy,N/A
750,72,9,13,4,1,4925357,600,5,87.00,0.09,27.40,6111.33,6.83,0.595,autocracy,N/A
751,75,9,13,4,1,6235439,2500,64,81.00,0.10,14.30,14382.60,3.84,0.548,autocracy,N/A
752,76,9,52,5,2,3198478,2400,54,87.00,0.15,25.50,14945.00,9.84,0.935,democracy,republic
753,77,9,57,5,2,488995,32,2,87.00,0.07,25.50,119932.24,26.85,0.954,democracy,monarchy
754,71,9,54,5,2,2177707,1200,94,87.00,0.12,29.60,16467.14,8.23,0.928,democracy,republic
755,89,9,13,4,1,31606759,31000,120,87.00,0.08,13.50,2890.36,2.10,0.692,autocracy,N/A
756,81,9,59,4,6,336167,150,0,82.00,0.05,19.20,6614.24,4.66,0.568,autocracy,N/A
757,86,9,9,5,4,110374280,23000,1400,80.00,0.13,9.40,10016.57,3.65,0.839,democracy,republic
758,83,9,60,5,2,418978,55,6,87.00,0.03,21.60,22205.36,11.71,0.947,democracy,republic
759,91,9,18,6,6,48390797,256000,28000,48.00,0.27,17.80,460.91,0.64,0.409,autocracy,N/A
760,88,9,58,5,2,632840,150,1,85.00,0.03,27.10,7367.75,9.19,0.907,democracy,republic
761,87,9,49,6,5,2634410,11000,17,40.00,0.04,23.90,2136.56,2.13,0.485,democracy,republic
762,94,9,9,5,4,5576598,2900,110,81.00,0.08,10.60,1499.26,2.76,0.760,democracy,republic
763,97,9,46,2,2,4768105,340,9,87.00,0.08,18.90,96944.10,22.39,1.003,democracy,monarchy
764,93,9,24,3,6,26990037,89000,3300,37.00,0.30,25.40,470.46,1.31,0.590,democracy,republic
765,98,9,13,4,1,2626532,400,9,87.00,0.04,7.90,22139.74,6.26,0.893,autocracy,N/A
766,99,9,5,4,1,189499115,522000,4000,47.00,0.11,16.20,990.85,0.71,0.390,democracy,republic
767,100,9,9,5,4,3500644,2000,360,80.00,0.14,8.00,7154.27,3.62,0.784,democracy,republic
768,102,9,9,5,4,28719036,40000,2400,80.00,0.08,11.20,4220.62,3.36,0.835,democracy,republic
769,104,9,21,5,2,37995903,8500,100,87.00,0.11,28.90,13996.03,11.28,0.922,democracy,republic
770,105,9,7,5,2,10564078,3200,470,87.00,0.11,21.80,24847.55,19.63,0.964,democracy,republic
771,101,9,9,5,4,5613576,2400,170,94.00,0.11,12.00,4047.91,2.61,0.738,democracy,republic
772,106,9,13,4,1,1426930,650,0,87.00,0.01,17.70,80234.19,8.21,0.604,autocracy,N/A
773,107,9,27,5,2,20718742,25000,820,87.00,0.07,26.30,10435.04,5.18,0.872,democracy,republic
774,1,10,20,4,1,27466100,52000,12,50.00,0.25,12.00,437.27,0.66,0.409,autocracy,N/A
775,5,10,7,5,3,22414779,86000,7800,48.00,0.27,8.80,3122.78,0.42,0.191,autocracy,N/A
